,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
3812,3922,3,0,0,3,0,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne
21536,21998,3,0,0,3,0,The boy who shot albino deer http://t.co/D4XajBEIb1
18089,18493,6,0,1,5,0,"RT @WorIdStarFunnyy: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/NQyLxquLOC"
12900,13219,3,0,0,3,0,"Moral to the story: If you like the Yanks, I'll pretty much do anything you tell me to do."
4174,4296,3,0,0,3,0,"@MrFayoh Im a proud wacko bird, how bout you?"
9046,9299,3,0,0,3,0,Fairy tale world lmao
2191,2236,3,0,0,3,0,.@harmonica_b could be wearing a trash bag and she'd still be the stylish and coolest human I know
13760,14096,3,0,1,2,0,Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | http://t.co/y3GnT4l7vc
19922,20363,3,0,0,3,0,RT @rightwingertoo: Uh oh: California solar plant fries thousands of birds in mid-flight - Hot Air http://t.co/8ZQnLR5fH5
4126,4248,6,0,1,5,0,@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1
15389,15752,3,0,1,2,0,RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;
22040,22507,3,0,0,3,0,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk. Find out why here &#8594; http://t.co/GI9On86iGV http://t.co/HlKDTSgKwU
8003,8228,3,0,0,3,0,Bet Charlie Strong has contacted Ridley
21913,22380,3,0,0,3,0,This 8 yr old on #masterchefjunior made my chicken look like trash.
22808,23287,3,1,0,2,0,"Who is John Hanson? A ""Black"" Man, A Moor, John Hanson
was the First President of the United States! George... http://t.co/rpSeqjD3"
21347,21808,3,0,0,3,0,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe
23047,23530,3,0,0,3,0,"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao"
6820,7011,3,0,0,3,0,@pauIjac because their parental unit is trash.
22418,22893,3,0,0,3,0,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6
9213,9469,3,0,1,2,0,Frustration can be a bitch !
9783,10049,3,0,0,3,0,"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine."
14711,15063,3,0,0,3,0,"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;"
22597,23073,3,0,1,2,0,What barrel of trash doesn't smell as bad? RT @Jay_F5 Imagine Dragons or Nickelback?
13777,14113,3,0,0,3,0,Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor
14354,14697,3,0,0,3,0,RT @BestOfWorldStar: Charlie Sheen did the ice bucket challenge the right way http://t.co/IjS0b0VtoY
7227,7434,3,0,1,2,0,"@tyler_wilde I'm just saying, it's not like you were up against a bird-eating spider or something. Bet @Pseudobread coulda done it"
5542,5700,3,0,0,3,0,@ashley_smith20 colored contacts
1805,1842,3,0,0,3,0,&#8220;@jerseyzbest74: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense&#8221; #StopIt
21707,22171,6,0,1,5,0,These are insane and Cigars trash!? Foam done bumped his head RT @FoamWright: These are insane. Like so insane. http://t.co/5umpDoeORz
10391,10669,3,0,1,2,0,I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!
16162,16532,3,0,0,3,0,RT @LeKarmaSucre: trash liars RT @learnteachwin: these law students are terrible liars #HTGAWM
16117,16487,3,0,1,2,0,RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights
9893,10163,3,0,0,3,0,Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE
1868,1906,6,0,1,5,0,&#8220;@notflappybird: Tag a friend that sucks at flappy bird&#8221; @me
10310,10588,3,0,0,3,0,I from the planet of apes king Kong clips
7119,7318,3,0,1,2,0,@tarbetto. Find one where be beat Nathan Moons head into the ice too. Ol Andrew is straight trash as far as hockey.
12661,12975,3,0,0,3,0,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB
8455,8689,3,0,0,3,0,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy."
5148,5300,3,0,0,3,0,@Willstreakk @Tycff10111 according to you my place is in kitchen. Excuse me while I take out the trash
13090,13412,3,1,0,2,0,My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults
1969,2009,3,0,0,3,0,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/thXm7Hjo07
20273,20718,3,1,0,2,0,"RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST"
2344,2392,3,1,0,2,0,@ABC its time. amend 14th amendment it was written to protect newly freed ex slaves. Its lived its purpose. time to end anchor baby loophole
6256,6436,3,0,0,3,0,"@jessespector the bird has a hat. So it's hats on hats, who can beat that?"
1091,1115,3,0,0,3,0,&#8220;@AbstractLife: @NigelDixon1 @SeanTHarrington Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.
10597,10877,3,0,0,3,0,I just wanna cuddle with my boyfriend under a fuzzy blanket &amp; drink hot tea and have my hair played with so I can go to bed.
22023,22490,3,0,0,3,0,This brownies bro
16816,17201,3,0,0,3,0,"RT @OpWarriorTeam: Hi ho, hi ho, it's off to work we go! It's #MilitaryMonday...support a military organization today. http://t.co/9DV04wk&#8230;"
8432,8666,3,0,0,3,0,Charlie Sheen wants to return to 'Two and a Half Men' | http://t.co/kVMDoGDcLQ
17388,17783,3,0,0,3,0,"RT @SpenceLynn: Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho&#8230;"
10097,10370,3,0,0,3,0,I can hear my mom playing flappy bird in the living room &#128514;&#128514;
4047,4168,3,0,0,3,0,"@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities"
11691,11990,3,0,1,2,0,"If you've ever been to drunk to fish, you might be a redneck"
15075,15432,3,0,0,3,0,RT @DuncanIdunno: Smash into windshields? RT @coorslightca: The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&#8230;
13659,13994,3,0,1,2,0,Only Americans are degenerate enough to 'honor' their war dead by having a barbecue. Anyone who 'grills out' for Memorial Day is trash.
70,70,3,0,0,3,0,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao"
13175,13500,3,0,0,3,0,NJ-Sole Sole Sauce! Get those soles icy again! http://t.co/kL5KBdIBkh
21144,21600,3,0,0,3,0,Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM
6071,6246,3,0,0,3,0,"@haylebopp last year i had to explain why ""queer theory"" is the acceptable academic term"
2214,2259,3,0,1,2,0,12 oz arizona's trash
7963,8186,3,0,0,3,0,Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks
22161,22630,3,0,0,3,0,"This whole game, I've been trying to figure out why the Dutch are wearing yellow. SMH."
22226,22696,3,0,0,3,0,Tommy trash
216,218,3,0,1,2,0,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now."""
5116,5268,3,0,0,3,0,@Wagz This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well
13717,14053,3,0,1,2,0,Or she just cant afford winter clothes RT @da_1eye_creep Summer hoe = winter Muslimah
7188,7391,3,0,0,3,0,"@tonynolanlive ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;"
834,852,3,0,1,2,0,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.
19078,19503,3,0,0,3,0,RT @harrryaf: being a good citizen picking up trash (: http://t.co/PMFR5eopwO
19947,20388,3,0,0,3,0,RT @ryancommakerry: I think it's time to bring out the drunken monkey
18013,18417,6,0,1,5,0,"RT @WORIDSTARHlPHOP: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape https://&#8230;"
10961,11244,3,0,0,3,0,I think I'm gonna walk around the house free as a bird.
21339,21800,3,0,0,3,0,"Thanks to @JoMousley80 cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/"
21546,22008,3,0,0,3,0,The early bird gets the worm But the second mouse gets the cheese
15530,15895,3,0,1,2,0,"RT @HornyFacts: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a&#8230;"
8493,8729,3,0,0,3,0,Cmon! Need a yellow for Wilson!
13798,14134,3,0,1,2,0,People who don't put their blinkers on seriously just need to crash into a pole or something &#128548; #moveoutmyway#bitch
20824,21275,3,0,0,3,0,Shut up birds it's bed time.
24721,25234,3,0,0,3,0,wth is that playing missy? ........ i mean seriously? RT @mr_republicann: This movie gone be trash http://t.co/8BIppVUvzr
6281,6462,3,0,0,3,0,@jonsweethearts how are you Argie?
21552,22014,3,0,0,3,0,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
23103,23587,3,0,0,3,0,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;
5915,6083,3,0,0,3,0,"@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza"
21109,21562,3,0,1,2,0,Sorry all my fellow negros
21505,21967,3,0,0,3,0,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...
7769,7988,3,0,0,3,0,Anglo-Saxon Mike Oz
3573,3669,3,0,0,3,0,@JT_Cameron92 or your in the ghetto
10564,10843,3,0,0,3,0,I ignore birds
4244,4369,3,0,0,3,0,@Nashgrier purple monkey
21514,21976,3,0,0,3,0,The Yankees still suck! @nikaaaa3
2189,2234,3,0,0,3,0,".@dawnbazely Thank you, Dawn. I see our state bird graces your avatar..."
22822,23301,3,1,0,2,0,Who wanna play pin da tail on da colored man's butt?
20590,21038,3,0,0,3,0,SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC
5585,5744,3,0,0,3,0,@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe
3909,4023,3,0,0,3,0,@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!
16943,17331,3,0,1,2,0,RT @PrettyMillz: My car insurance is trash !!!
6260,6440,3,0,1,2,0,@jesstoth we could get matching burner phones and be ghetto fab for a few months
19619,20055,3,0,0,3,0,RT @madi_judkins: When you look like trash and someone compliments you http://t.co/FzuXlPCMpV
18503,18912,3,0,1,2,0,"RT @_wintergirl93: I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho&#8230;"
17447,17844,3,0,1,2,0,RT @Steven_ratata: @savanigga @CheersToKellin sav you are so nicee love you too twat! :)
19535,19969,3,0,0,3,0,RT @lildurk_: S/o all my real fans who can wait and not want me to put out trash like other rappers #signedtothestreets2 #iGO
4129,4251,3,0,1,2,0,"@Misplaced_Momma 
Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?"
17761,18162,3,0,0,3,0,RT @ThinkingOfJacob: So I took a 1000 pictures with him and he ate all the brownies I made but he's the new homie @macdemy http://t.co/cZeO&#8230;
6580,6765,3,0,1,2,0,@litigiousmind I skipped the running. And am eating chips. And brownies.
12362,12674,3,0,0,3,0,Let the jig commence http://t.co/pqvJiEvqZa
16202,16572,3,0,1,2,0,RT @LifeAsKing: New Orleans is still trash
10757,11038,3,0,0,3,0,I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?
2192,2237,3,0,0,3,0,.@nathirhussein Al Qaeda's market share is dropping faster than Viacom &amp; Enron in the Jihadi stock market
19108,19533,3,1,0,2,0,RT @hoez4sale: Lmao they all trash before &amp; after &#128530;&#128557;
7556,7770,3,0,0,3,0,"Alfredo, Linguini, Pasta.... Just fancily prepared trash"
780,795,3,0,0,3,0,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE
20480,20926,3,0,0,3,0,Ready to go get my fried Oreos
8758,9002,3,0,0,3,0,"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;"
8148,8375,6,0,0,6,0,Bout to make some brownies in a few.
3326,3412,3,0,0,3,0,@Gutta_DaDon I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. http://t.co/lTSsn34IFJ
9196,9452,3,0,0,3,0,Fresh out the gym but yet I'm bout to eat free birds.
12538,12850,3,0,1,2,0,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?
7209,7414,3,0,0,3,0,@true_east_ trash what? http://t.co/IUdvnQCkB4
4270,4396,3,0,1,2,0,@NicoleADietrich chug pee
6147,6324,3,0,0,3,0,"@icpchad @UnseeingEyes ......monkey look, just like you!"
18546,18955,3,0,0,3,0,"RT @allly_sunn: ""That's what that means..some kid called me at like 1 in the morning asking me if I wanted to hit the slopes..."""
20568,21015,3,0,0,3,0,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB
19578,20013,3,0,0,3,0,RT @losthistories: DC Fri 1/3: Bengali Harlem &amp; Lost Histories South Asian Am reading/convo @busboysandpoets 14th St cc: @SmithsonianAPA @D&#8230;
2872,2942,3,1,0,2,0,@ColeMcDowell2 Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow
5758,5922,3,0,0,3,0,@contrarian11 @YouTube yeah. great song. just watching the MSG concert of 1990 Yankee Stadium gig.
19033,19457,3,0,0,3,0,RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...
9933,10205,3,0,1,2,0,How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. @MLB another umpire mess up.... Smh
2965,3037,6,0,0,6,0,@DannyMndz93 @Titan21Mtzzz he's still a pogue though
18880,19298,3,0,0,3,0,RT @deviledlegs: drawing myself an organic powdered goats milk bath with rose petals and chopped clams eww what just kidding it's Mr. Bubbl&#8230;
670,680,3,0,1,2,0,"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http://t.co/S6hY2eVoaT"
22231,22701,3,0,0,3,0,Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it
8001,8226,3,0,0,3,0,Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB
20675,21124,9,0,2,7,0,Selling ex lax brownies in front of Meijer to pregnant women. #GoodDeed
8363,8593,3,0,0,3,0,Can't tell if Mexico has been impressive or if Brazil has just been trash today
4925,5071,3,0,1,2,0,"@TheJadedNYer oh, well turns out that baby aint mine! *does jig*"
11826,12127,3,0,0,3,0,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL
12945,13264,3,0,0,3,0,"My Oriental Gallery Blog: The New Land of Free Enterprise http://t,co/pz55t90Z"
9879,10148,3,0,0,3,0,Home to chicken and penne Alfredo and Oreos and banjo
19005,19428,3,0,0,3,0,"RT @firemunky: RIP Tom Foley
RIP Greg Sikorskey
RIP Charlie Anaya
RIP Wells Crowther
RIP Andy Fredericks"
9808,10075,3,0,0,3,0,"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?"
19410,19840,3,0,1,2,0,RT @kaseymizell: we may or may not be trash at taking pictures together http://t.co/bPJWl1aO2E
17646,18046,3,0,0,3,0,RT @TheComedyHumor: When I make a paper ball in the trash can http://t.co/mOxmRsOOv9
10179,10453,3,0,1,2,0,"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh"
8433,8667,3,0,0,3,0,Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd
21639,22102,3,0,0,3,0,Thee Bears are trash tho...
23727,24221,3,1,0,2,0,"country boy, hick lyfe, white tee, rebel flag"
3269,3355,3,0,0,3,0,"@Gladvillian u want me to make u one of my ghetto nunchucks, they come in singles and double_ended"
19040,19464,3,0,0,3,0,RT @gferguson8: @KoredeB9 @MSoltan18 @WBDyllon_ trash
2399,2448,3,0,0,3,0,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)"
2989,3062,3,0,0,3,0,@DeArionBASEDGOD Kendrick is not better than papoose or drake
24073,24574,3,0,1,2,0,im wearing a sweater and it's ike 80 degrees in my house
9484,9744,3,0,0,3,0,Gonna shower for the sole purpose of shampooing my beard.
14060,14400,3,0,1,2,0,RT @AC_Hussle: Bron pregame speeches be so trash though lmao
19909,20350,3,0,1,2,0,RT @renegadecut: Video: Renegade Cut: Snowpiercer &#8212; An analysis of Bong Joon-ho&#8217;s sci-fi action film. Topics include... http://t.co/YNT9zS0&#8230;
15352,15715,3,0,1,2,0,"RT @GlennSoucy1: The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1&#8230;"
16574,16954,3,0,0,3,0,"RT @MySportsLegion: Nick Young says that close to $100,000 worth of money, watches sneakers and clothes were stolen from his house last nig&#8230;"
4222,4346,3,0,1,2,0,@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look
331,336,3,0,0,3,0,"""@greggutfeld: a video an entire media will likely mock. http://t.co/XFr1cRXWSm"" i am such a crybaby"
7944,8165,3,0,1,2,0,"Barry's (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A., punks chant F the police. http://t.co/9nBUrmTJ"
850,869,3,0,0,3,0,#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs
6354,6536,3,0,1,2,0,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey
5955,6126,3,0,1,2,0,@fairflattaxnow @Morning_Joe @JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight
17963,18366,3,0,0,3,0,RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb
20348,20794,3,0,0,3,0,RT @wvjoe911: Gov Rick Scott Refuses To Debate Charlie Crist Because Of A Small Fan http://t.co/hKMfPnRukU
11437,11730,3,0,0,3,0,I've got a birds eye view of all the secrets you keep.
4440,4571,3,0,1,2,0,@Progress4Ohio @msnbc @meetthepress Would not spend my money on trash like that!
4694,4832,3,0,0,3,0,"@ShepNewsTeam LMAO dude, you said we would get no commitment from Saudi Arabia or Jordan! How does crow taste? More proof you are full of it"
6598,6784,3,0,0,3,0,@louiev_ lol just getting this..early bird catches the worm!
13462,13793,3,0,0,3,0,"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.
#TidyTerrorist

http://t.co/sb3U1XpeG4"
20681,21130,3,0,1,2,0,"Sent ideas in to VOEM , they only seem to wanna hold testing/drills in nice weather, we need to run mock incidents in bad weather, night,"
17923,18325,3,0,0,3,0,"RT @USRealityCheck: Republicans Want to Yank Food Stamps from the Hungry: 

 May 16, 2... http://t.co/2UkcoICd9Q prg #P2"
10746,11027,3,0,0,3,0,I may or may not have at least 4 FOB related tattoos already planned out.
20951,21402,3,0,0,3,0,"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface"
20690,21139,3,0,0,3,0,Sewing is also a requirement to be an #ISIS Jihadi girl - keep the men's clothes presentable #ISISFeminism http://t.co/sN5KUwMX78
7710,7927,3,0,1,2,0,Amo hangs http://t.co/h8UQDrjeCb
2182,2227,3,0,0,3,0,.@CoryBooker is running around town delivering food to people. If he takes out the trash too he is the perfect boyfriend.
22556,23032,3,0,1,2,0,Well Jay I guess if you wanna keep your house from burning down...the bird is the word yeah!!!! #jaymohrsports @jaymohr37
4525,4657,3,0,0,3,0,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo
12285,12596,3,0,1,2,0,LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;
14481,14828,3,0,1,2,0,RT @BriannaLovesA: I'm so sick head colds suuuck. And on top of that @justusabbott had to challange me to a beer chug &#128567;&#128567;
13967,14307,3,0,0,3,0,R&amp;B is so trash now compared to early 2000's.
4780,4919,3,0,1,2,0,@SteveWorks4You pay your taxes teabaggers
6388,6571,3,0,0,3,0,@kenzieblake2015 its pretty easy actually. I'm just the cashier. Right now I'm eating those animal crackers lolol :)
1964,2004,3,0,1,2,0,&#8220;@zt0mm: Traded in my nikes for a new mic.. I guess it's safe to say he sold soles for his new life ... -bada$$&#8221;
12098,12407,3,0,1,2,0,"Js on my feet, that song is trash too loll"
3390,3477,3,0,0,3,0,@HonorChrisKyle @_tony_soprano2 Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.
17877,18279,3,0,0,3,0,RT @TweetTully: This is so great. Regular season ball is for the birds
22971,23452,3,0,0,3,0,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.
10928,11211,3,0,0,3,0,I swear the people cleaning the office switch what side the trash vs recycling cans are on on purpose to mess with me.
4202,4326,6,0,1,5,0,@MurdaaaMike @yfly23 wow I can put slit trophies against u in those
13811,14149,3,0,0,3,0,Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little.... I stayed in the ER
12926,13245,3,0,0,3,0,Munching on ww crackers &amp; studying NYCs trans syst. Since NYC &amp; I haven't had a thing in over 15 yrs #clubinsomnia #vacay
23723,24217,3,0,0,3,0,coon RT @HumbleTeej: &lt;fills coffee up halfway&gt; &lt;uses 11 Irish cremes to fill other half&gt;
24528,25035,3,0,0,3,0,the trash wheel has a twitter? and googly eyes?
424,430,6,0,1,5,0,"""Bae"" sounds like such a ghetto word. Use something else"
19721,20158,3,0,0,3,0,"RT @murrman5: ""Hun, I'm quitting my job and going to learn to become a psychic. Now I know what you're thinking, well not yet. I'm going to&#8230;"
21609,22072,3,0,1,2,0,The redskins should change their name to the injuns
20087,20532,3,0,0,3,0,RT @sydswag2: Buy me double stuffed Oreos and you can be my boyfriend
4216,4340,3,0,1,2,0,"@NG5_ Thirsty Giants are always like ""ho, ho, ho"""
7752,7970,3,0,1,2,0,And of course some rascally #teabagger on the radio is blaming the 19 dead AZ firefighters on #biggovernment. Oy vey. #tcot #p2 #teaparty
14292,14634,3,0,0,3,0,"RT @BaileyAdams22: When Charlie Crist said ""Rick Scott, just too shady for the sunshine state"" http://t.co/0UShmogZDR"
329,334,3,0,0,3,0,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta"
11785,12084,6,0,0,6,0,Ima trash @ForeverMEM85 in fantasy
5626,5787,3,0,0,3,0,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?
1017,1040,3,0,0,3,0,"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;"
17228,17620,3,0,0,3,0,"RT @SeanTheTerrible: I don't care how pretty you are, if your personality is trash men are going to treat you accordingly.. That's not tru&#8230;"
14407,14750,3,0,0,3,0,RT @BlackJeezuss: When someone drops their trash mixtape in my Dms http://t.co/wkFJfjkNCi
715,726,3,0,0,3,0,#HappyColumbusDay .....hate to sound all #PETA callous and all........but #buffalo had it a LOT WORSE than the #injuns..........
905,925,3,0,0,3,0,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it
2301,2346,3,0,0,3,0,@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...
8833,9078,3,0,0,3,0,Done for the Yankees
124,125,3,0,0,3,0,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup"
7561,7775,3,0,1,2,0,All I did was said her weed was trash
13647,13982,3,0,0,3,0,One of the world's most prominent Jihadi forums just got shut down &#8594; http://t.co/9vafK90DOU
17354,17749,3,0,0,3,0,RT @SneakerPics23: Oreo 6's http://t.co/Jx9DD9oahY
5519,5677,3,0,0,3,0,@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama
2126,2170,3,0,0,3,0,'2' good: Jeter hero for Yankees in send-off http://t.co/oStFoBGuFa via @ESPNNewYork
18157,18562,3,0,0,3,0,RT @Yankees: SEE YA! @JacobyEllsbury gives the #Yankees a 4-3 lead in the 10th with a solo home run!
9033,9285,3,0,0,3,0,FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.
19996,20438,3,0,0,3,0,RT @sepinwall: Day 2 of FXX&#8217;s Simpsons marathon &#8212; &#8220;Bart&#8217;s Dog Gets an F&#8221; to &#8220;Last Exit to Springfield&#8221; &#8212;&#160;will be the best consecutive 24 ho&#8230;
1924,1963,3,0,0,3,0,&#8220;@theellemac: Essence Fest anyone?&#8221; I'll be there on the main stage 2 stepping with Uncle Charlie
5110,5262,3,0,1,2,0,@WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.
17479,17876,3,0,0,3,0,RT @SunSentinel: The @SunSentinel Editorial Board endorses Charlie Crist for governor -- Better for Floridians http://t.co/t21z2YBZlQ http:&#8230;
18762,19178,3,0,0,3,0,RT @chrisgeidner: The mandate still being in effect means the marriage ban in Nevada is unconstitutional. Trial court is yet to enter injun&#8230;
1206,1233,3,0,0,3,0,&#8220;@DIYcookery: Oreo cookies&#128523; http://t.co/8zcjWW56Zz&#8221;bruh &#128525;&#128539;&#128553;
17183,17575,3,0,0,3,0,RT @SaertjeMirror: I am a zebra amongst the sheep.
1452,1482,3,0,1,2,0,&#8220;@OGBEARD: Some of y'all bios are trash.&#8221; Mine pretty good
11114,11401,3,0,0,3,0,I wonder how many Yankee fans are hurt that Derek Jeter is out until after the all star break lmao &#128514;
1728,1763,3,0,0,3,0,&#8220;@coltscommunity @Pacers @nflcolts @indystar #CHUCKSTRONG #GoldSwagger http://t.co/6q5wm3VU&#8221; thats awesome &#127936;+&#127944;=&#128077;&#128076;&#9757; #hoosiers
23517,24008,3,0,0,3,0,Yup RT @Durags4Eva: Egg nog trash rap
9450,9709,6,0,0,6,0,Glad I ain't got no bird legs &#128514;
7285,7493,3,0,1,2,0,@whits_20 @AjalaPilgrim Yankee? &#128530;
15844,16213,3,0,0,3,0,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.
5012,5161,3,0,0,3,0,@ToddIrwin1 NFL... Forgetabout they got until February. It's the pennant race. Let's Go Yanks.
15123,15481,3,0,0,3,0,RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.
3795,3903,3,0,0,3,0,@KenSuttling Not taking Franks advice and he ate the yellow snow.
19627,20063,3,0,0,3,0,RT @mandylea25: I've talked too much trash for OU to lose today..
13859,14198,3,0,0,3,0,"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies http://artistdata.com/a/2oy4"
19403,19833,3,0,0,3,0,RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;
